,STT,Hạng mục,Xếp hạng,Username,Tổng điểmhoặc xử lý,Quà tặng,date
60,60,,,BadMood,"2,970",Bộ quà + thẻ 50k,03-2023
61,61,,,haylocactinhyeu,"2,895",Bộ quà + thẻ 50k,03-2023
62,62,,,ChieyewCucCuk,"2,680",Bộ quà + thẻ 50k,03-2023
63,63,,,Yau2k9,"2,605",Bộ quà + thẻ 50k,03-2023
64,64,,,Pngann,"2,560",Bộ quà + thẻ 50k,03-2023
65,65,,,nguyenthuy1810,"2,373",Bộ quà + thẻ 50k,03-2023
66,66,,,nguyenngan4028,"2,296",Bộ quà + thẻ 50k,03-2023
67,67,,,MaidettiniOwO,"2,175",Bộ quà + thẻ 50k,03-2023
68,68,,,Ativity,"2,030",Bộ quà + thẻ 50k,03-2023
69,69,,,Phuongfriendly,"4,866",Bộ quà + thẻ 100k + chứng nhận,03-2023
70,70,,,yagamiakira,"3,261",Bộ quà + thẻ 50k,03-2023
71,71,,,lamngocanh8061,"2,911",Bộ quà + thẻ 50k,03-2023
72,72,,,Hellotamday,"2,720",Bộ quà + thẻ 50k,03-2023
73,73,,,andybao2007,"2,626",Bộ quà + thẻ 50k,03-2023
74,74,,,Congchuahoahong,"1,882",Bộ quà + thẻ 50k,03-2023
75,75,,,QuangUwU,"1,837",Bộ quà + thẻ 50k,03-2023
76,76,,,KhanhHuyen3103,"1,819",Bộ quà + thẻ 50k,03-2023
77,77,,,kieuyen826,"1,819",Bộ quà + thẻ 50k,03-2023
78,78,,,baotienayunpa,"1,688",Bộ quà + thẻ 50k,03-2023
79,79,,,DnggAnn,"1,667",Bộ quà + thẻ 50k,03-2023
80,80,,,anhnguyenngoc823,"1,519",Bộ quà + thẻ 50k,03-2023
81,81,,,buicovenduong,"1,377",Bộ quà + thẻ 50k,03-2023
82,82,,,pchi0802,"1,325",Bộ quà + thẻ 50k,03-2023
83,83,,,vuongthanhy07,"1,263",Bộ quà + thẻ 50k,03-2023
84,84,,,angnguyen779,"1,228",Bộ quà + thẻ 50k,03-2023
85,85,,,tuituy,"1,213",Bộ quà + thẻ 50k,03-2023
86,86,,,Tsuyuri,"1,191",Bộ quà + thẻ 50k,03-2023
87,87,,,Iruma0301,"1,150",Bộ quà + thẻ 50k,03-2023
88,88,,,tuandung269,"1,059",Bộ quà + thẻ 50k,03-2023
